area,adress,price,price_per_sqm,monthly_fee,size_in_sqm,date_sold
Årsta,"Siljansvägen 44, 2tr",2600000,58427,1492.0,44,2022-05-27
Södermalm,"Östgötagatan 48A, 5tr",3500000,92105,2904.0,38,2022-05-27
Östermalm,"Nybrogatan 83, 5 tr",8750000,141129,2171.0,62,2022-05-27
Fredhäll,"Runiusgatan 5, 1tr",3450000,73404,2089.0,47,2022-05-27
Årsta,"Årstavägen 7, vån. 5 / 5",3550000,65741,3398.0,54,2022-05-27
Södermalm,Götgatan 44A,6650000,103906,1795.0,64,2022-05-26
Södermalm,"Tantogatan 47, vån 12",3700000,87059,2097.0,42,2022-05-26
Södermalm,Heleneborgsgatan 27,6500000,101563,3374.0,64,2022-05-26
Fredhäll,"Runiusgatan 5, 1 tr",3200000,84211,1633.0,38,2022-05-26
Östermalm,"Uggelviksgatan 13, 2 tr",11000000,132530,3092.0,83,2022-05-26
Årsta,"Siljansvägen 3, 2 tr",3600000,63717,4051.0,56,2022-05-26
Södermalm,"Fatburs Brunnsgata 16, 6 tr.",5500000,83333,3604.0,66,2022-05-26
Vasastan,Rörstrandsgatan 15,5450000,136250,2159.0,40,2022-05-26
Vasastan,Idungatan 8,10000000,161290,2485.0,621,2022-05-26
Södermalm,"Lundagatan 40B, 4 tr",4200000,101205,2104.0,41,2022-05-25
Vasastan,"Sigtunagatan 6A, 3tr",7210000,118197,3155.0,61,2022-05-25
Vasastan,"Vanadisvägen 31B, 1tr",5875000,110849,2414.0,53,2022-05-25
Fredhäll,"Frödingsvägen 1, 2 tr.",3980000,92558,2262.0,43,2022-05-25
Södermalm,"Kocksgatan 36, 4 tr",3560000,117105,1863.0,30,2022-05-25
Årsta,Kolsnarsvägen 7,3050000,71429,2547.0,42,2022-05-25
Vasastan,Surbrunnsgatan 43B,6200000,129167,2614.0,48,2022-05-25
Årsta,"Malgomajvägen 6, 3 tr",3500000,61404,4091.0,57,2022-05-25
Södermalm,Bjurholmsplan 23,3830000,112647,2374.0,34,2022-05-25
Södermalm,"Högbergsgatan 18 / Roddargatan 8, 1 tr",4750000,96939,1808.0,49,2022-05-25
Vasastan,Kungstensgatan 53A,3700000,123333,2005.0,30,2022-05-25
Vasastan,Dalagatan 78C,7100000,136538,2089.0,52,2022-05-25
Södermalm,Östgötagatan 89,3300000,89189,1711.0,37,2022-05-25
Södermalm,Helgalunden 5,5500000,94828,4339.0,58,2022-05-25
Vasastan,"Torsgatan 58, 1,5 tr.",4200000,102439,2991.0,41,2022-05-24
Södermalm,"Katarina Bangata 31 A, 4 tr ö.g.",7625000,110507,2265.0,69,2022-05-24
Södermalm,"Klippgatan 21, 5 trp",5230000,104600,3468.0,50,2022-05-24
Södermalm,Krukmakargatan 26,5180000,97736,2821.0,53,2022-05-24
Södermalm,Gotlandsgatan 60,3730000,113030,1651.0,33,2022-05-24
Södermalm,"Tavastgatan 5, 1tr - Accepterat pris!",4700000,106818,2838.0,44,2022-05-24
Vasastan,Holländargatan 40,7850000,120769,2762.0,65,2022-05-24
Östermalm,Artillerigatan 65,5600000,109804,2823.0,51,2022-05-24
Södermalm,"Slipgatan 14, 3tr, 2:a med balkong!",3600000,102857,2440.0,35,2022-05-23
Vasastan,Rörstrandsgatan 2A,7000000,140000,550.0,50,2022-05-23
Södermalm,Bergsunds Strand 9,6220000,121961,2614.0,51,2022-05-23
Östermalm,Gyllenstiernsgatan 3,4100000,105128,1979.0,39,2022-05-22
Östermalm,"Brahegatan 37, 2 tr",5700000,154054,1743.0,37,2022-05-21
Vasastan,"Hagagatan 18A, Gårdshus",4000000,105263,1640.0,38,2022-05-21
Vasastan,Rådmansgatan 80a,2850000,118750,1237.0,24,2022-05-20
Södermalm,Ljusterögatan 5,4320000,84706,3176.0,51,2022-05-20
Vasastan,"Odengatan 37, 4tr",5050000,140278,606.0,36,2022-05-20
Södermalm,"Högalidsgatan 38D, 1tr",4000000,125000,1374.0,32,2022-05-20
Södermalm,"Katarina Bangata 47, 2 tr",4750000,103261,2613.0,46,2022-05-20
Vasastan,Teknologgatan 9B,5900000,122917,2318.0,48,2022-05-20
Södermalm,"Vindragarvägen 2, 2 tr",6290000,103115,3493.0,61,2022-05-20
Vasastan,Birger Jarlsgatan 115A,3850000,110000,1795.0,35,2022-05-20
Årsta,Orrfjärdsgränd 20B,4200000,64615,4178.0,65,2022-05-20
Östermalm,Birger Jarlsgatan 104 G,5000000,116279,2912.0,43,2022-05-20
Vasastan,Robert Almströmsgatan 12,5050000,123171,1982.0,41,2022-05-20
Södermalm,Verkstadsgatan 5,4250000,106250,2185.0,40,2022-05-20
Årsta,Järnlundsvägen 12,3325000,60455,3671.0,55,2022-05-19
Årsta,Sandfjärdsgatan 132,2850000,47899,4180.0,59,2022-05-19
Årsta,"Hjälmarsvägen 24B, seniorboende 55+",3750000,63559,4195.0,59,2022-05-19
Vasastan,"Sveavägen 117B, över gård",5750000,95833,2121.0,60,2022-05-19
Södermalm,"Kocksgatan 29, 1 tr",4850000,121250,2262.0,40,2022-05-19
Södermalm,Metargatan 9,3220000,103871,2067.0,31,2022-05-19
Södermalm,"Ploggatan 12, 3tr",4840000,107556,2181.0,45,2022-05-19
Vasastan,"Frejgatan 22, 1tr",5900000,113462,2136.0,52,2022-05-19
Vasastan,"Ninni Kronbergs Gata 16, 4tr - Accepterat pris",4595000,112073,2481.0,41,2022-05-19
Södermalm,"Ringvägen 79, 3tr",4500000,103448,1661.0,43,2022-05-19
Östermalm,Skeppargatan 22,5850000,142683,1674.0,41,2022-05-19
Södermalm,Åsögatan 128,6850000,122321,2782.0,56,2022-05-19
Vasastan,Hälsingehöjden 3,7600000,120635,3185.0,63,2022-05-18
Vasastan,"Dalagatan 45, 5tr",6650000,102308,3143.0,65,2022-05-18
Vasastan,"Sankt Eriksgatan 84, 1tr",4550000,122973,1284.0,37,2022-05-18
Vasastan,"Vanadisplan 6, 4tr",4200000,116667,1415.0,36,2022-05-18
Södermalm,"Hornsgatan 29F, 2 tr. ö.g.",7500000,110294,2920.0,68,2022-05-18
Södermalm,Östgötagatan 32,6650000,99254,2372.0,67,2022-05-18
Vasastan,Birkagatan 16C,4000000,86957,2264.0,46,2022-05-18
Östermalm,Linnégatan 51,6350000,113393,1150.0,56,2022-05-18
Södermalm,Högbergsgatan 66A,5775000,111058,3019.0,52,2022-05-18
Vasastan,Roslagsgatan 23,7050000,123684,2410.0,57,2022-05-18
Vasastan,Västmannagatan 71B - Accepterat pris!,6950000,110317,2211.0,63,2022-05-18
Södermalm,"Åsögatan 137, 1,5 tr",6800000,113333,2646.0,60,2022-05-18
Södermalm,"Ölandsgatan 48, 4 tr",6600000,124528,1966.0,53,2022-05-18
Vasastan,Rådmansgatan 80 B,4920000,129474,2016.0,38,2022-05-18
Vasastan,"Torsgatan 50, 1,5tr",5925000,98750,1832.0,60,2022-05-17
Vasastan,"Emmy Rappes Gata 3, vån 10",4450000,110149,2381.0,40,2022-05-17
Södermalm,Högbergsgatan 76B,4885000,93942,2061.0,52,2022-05-17
Södermalm,"Ringvägen 86, vån 2",3825000,100658,1780.0,38,2022-05-17
Södermalm,Katarina västra kyrkogata 10,6400000,106667,3119.0,60,2022-05-17
Vasastan,"Hagagatan 20, 2 tr",7000000,127273,2037.0,55,2022-05-17
Vasastan,Surbrunnsgatan 57,4700000,97917,2212.0,48,2022-05-17
Östermalm,"Banérgatan 29A, högst upp ö.g.",7100000,151064,742.0,47,2022-05-17
Södermalm,"Högalidsgatan 38D, Gårdshus",5630000,114898,1960.0,49,2022-05-17
Östermalm,Narvavägen 20A,9250000,149194,2773.0,62,2022-05-17
Årsta,Sköntorpsvägen 96,2760000,64186,2215.0,43,2022-05-17
Vasastan,Frejgatan 15,7500000,110294,2200.0,68,2022-05-17
Vasastan,Norrbackagatan 30,5350000,107000,1593.0,50,2022-05-17
Årsta,Eklångsvägen 42,3700000,68773,3234.0,53,2022-05-16
Årsta,Slätbaksvägen 39,3110000,73176,2324.0,42,2022-05-16
Årsta,"Malgomajvägen 16, 2 tr",3400000,59649,3603.0,57,2022-05-16
Östermalm,Valhallavägen 174,4900000,119512,1961.0,41,2022-05-14
Vasastan,"Sigtunagatan 1, 3 tr",5700000,116327,987.0,49,2022-05-13
Södermalm,Ekehjelmstorget 6,4895500,82975,2104.0,59,2022-05-13
Vasastan,"Frejgatan 81, Uteplats 12kvm",4200000,120000,1630.0,35,2022-05-13
Vasastan,"Västmannagatan 35, Vindslägenhet",9100000,143307,2728.0,63,2022-05-13
Södermalm,Södermannagatan 21,4250000,121429,1696.0,35,2022-05-13
Vasastan,"Tomtebogatan 49, 4 tr",7100000,122414,3760.0,58,2022-05-13
Vasastan,"Dalagatan 38A, i gårdshus",4300000,107500,2041.0,40,2022-05-13
Östermalm,Narvavägen 22A,8320000,154074,1344.0,54,2022-05-13
Vasastan,Roslagsgatan 54,5100000,102000,2114.0,50,2022-05-13
Östermalm,"Lützengatan 3, ACCEPTERAT PRIS / Först Till Kvarn!",5400000,76056,1968.0,71,2022-05-13
Vasastan,"Birger Jarlsgatan 95, 2tr mot gård",6000000,109091,2198.0,55,2022-05-12
Vasastan,"Gävlegatan 36B, 6 tr",4600000,143750,1911.0,32,2022-05-12
Östermalm,Styrmansgatan 51A,5100000,141667,2186.0,36,2022-05-12
Södermalm,"Högalidsgatan 48B, 5 tr",6600000,111864,2976.0,59,2022-05-12
Vasastan,Roslagsgatan 27,4200000,100000,1806.0,42,2022-05-12
Södermalm,"Ringvägen 29, vån 6",5250000,100962,2722.0,52,2022-05-12
Södermalm,"Rutger Fuchsgatan 4, 1 tr",4000000,111111,1758.0,36,2022-05-11
Vasastan,"Sveavägen 99, vån 4 av 5",4800000,107865,2106.0,44,2022-05-11
Östermalm,Karlavägen 59D,6200000,148325,1976.0,41,2022-05-11
Årsta,"Årstavägen 66, 2 tr",3850000,68750,3237.0,56,2022-05-11
Södermalm,Erstagatan 20,5050000,97115,1485.0,52,2022-05-11
Södermalm,Hallandsgatan 34,6800000,98551,2875.0,69,2022-05-11
Södermalm,Åsögatan 194,5000000,112360,2323.0,44,2022-05-11
Fredhäll,Ernst ahlgrens väg 10,3910000,95366,2173.0,41,2022-05-11
Vasastan,"Sveavägen 134, gårdsläge.",3775000,96795,2237.0,39,2022-05-11
Vasastan,"Gävlegatan 36B, 8 tr",4700000,141141,1982.0,33,2022-05-11
Östermalm,"Kommendörsgatan 40 A, 1 tr. gårdshuset",6600000,115789,2712.0,57,2022-05-11
Södermalm,"Hallandsgatan 34, 3 tr",7000000,101449,2875.0,69,2022-05-11
Årsta,"Sandfjärdsgatan 15, 2tr",2900000,50435,3327.0,57,2022-05-10
Vasastan,Hälsingegatan 12,5850000,121875,2304.0,48,2022-05-10
Fredhäll,"Frödingsvägen 1,  3,tr",3975000,95783,2280.0,41,2022-05-10
Södermalm,"Bondegatan 1 G, 2 tr",7000000,114754,2362.0,61,2022-05-10
Östermalm,Wittstocksgatan 28,6500000,112069,1099.0,58,2022-05-10
Fredhäll,Frödingsvägen 4,4050000,82653,2506.0,49,2022-05-10
Södermalm,"Renstiernas gata 23, 3 tr",5000000,125000,1139.0,40,2022-05-10
Södermalm,Nytorgsgatan 15A,3950000,103947,2138.0,38,2022-05-10
Södermalm,"Fatburstrappan 18, 17 tr",5450000,132927,3223.0,41,2022-05-10
Årsta,"Skattungsvägen 16, 2tr",3730000,65439,3136.0,57,2022-05-10
Östermalm,Östermalmsgatan 84B,6600000,150000,0.0,44,2022-05-10
Södermalm,Lundagatan 50,5050000,129487,1919.0,39,2022-05-10
Vasastan,"Luntmakargatan 91, 1tr",5350000,104902,2291.0,51,2022-05-09
Östermalm,"Karlavägen 82, 7 tr",6100000,169444,1545.0,36,2022-05-09
Vasastan,"Birger Jarlsgatan 109C, 4tr",6525000,116518,2559.0,56,2022-05-09
Vasastan,Upplandsgatan 54F,7700000,102667,3148.0,75,2022-05-09
Östermalm,"Linnégatan 17A, 5tr",6400000,160000,1758.0,40,2022-05-08
Östermalm,Birger Jarlsgatan 104H,5000000,116279,2879.0,43,2022-05-07
Vasastan,Sigtunagatan 19,7850000,140179,2360.0,56,2022-05-07
Årsta,Siljansvägen 20,3200000,71910,3005.0,44,2022-05-06
Vasastan,"Tomtebogatan 40, 5 tr",7250000,120833,2588.0,60,2022-05-06
Vasastan,Teknologgatan 9C,4250000,113333,1646.0,37,2022-05-06
Årsta,"Tämnarvägen 28, 3 tr",3450000,62727,3290.0,55,2022-05-06
Östermalm,Frejgatan 4A,6050000,126042,2453.0,48,2022-05-06
Östermalm,"Karlavägen 54, 2 tr",7240000,113125,1310.0,64,2022-05-06
Södermalm,"Repslagargatan 8, 4tr",6225000,95769,4483.0,65,2022-05-06
Södermalm,"Bergsundsgatan 15, 3 tr",4750000,96939,2153.0,49,2022-05-06
Östermalm,Eriksbergsgatan 36,7500000,138889,3213.0,54,2022-05-06
Södermalm,Bergsundsgatan 15,4700000,97917,2014.0,48,2022-05-06
Årsta,Hjälmarsvägen 1,2900000,67916,2625.0,42,2022-05-06
Östermalm,"Grevgatan 4A, 3 tr",8600000,136508,2790.0,63,2022-05-06
Årsta,Siljansvägen 53,3200000,61538,3544.0,52,2022-05-05
Vasastan,"Kammakargatan 33, 1,5 tr",6460000,117455,2827.0,55,2022-05-05
Södermalm,Älvsborgsgatan 1,4410000,100227,2773.0,44,2022-05-05
Vasastan,"Völundsgatan 3, 3tr",5210000,124048,2841.0,42,2022-05-05
Södermalm,"Högbergsgatan 50, 5 tr",4675000,103889,1209.0,45,2022-05-05
Södermalm,Högalidsgatan 50B,3550000,93421,1708.0,38,2022-05-05
Södermalm,"Heleneborgsgatan 19, 4 tr",4110000,100244,1838.0,41,2022-05-05
Årsta,"Borensvägen 54, 3tr",3150000,75000,2289.0,42,2022-05-05
Södermalm,"Bondegatan 16D, 3 tr",4470000,111750,1705.0,40,2022-05-05
Södermalm,"Heleneborgsgatan 26, 5 tr",6560000,96471,2512.0,68,2022-05-05
Östermalm,Styrmansgatan 5,7850000,117164,2990.0,67,2022-05-05
Vasastan,Roslagsgatan 54A,6450000,126471,3000.0,51,2022-05-05
Östermalm,Styrmansgatan 7A,8400000,142373,1973.0,59,2022-05-05
Östermalm,Östermalmsgatan 43,5850000,114706,1970.0,51,2022-05-05
Årsta,Siljansvägen 75,3120000,54737,3522.0,57,2022-05-05
Södermalm,"Siargatan 11, 4tr",5595000,90242,3316.0,62,2022-05-05
Södermalm,"Katarina Bangata 64, 1 / 2 tr",5400000,90000,2979.0,60,2022-05-05
Vasastan,Völundsgatan 10,3825000,123387,1984.0,31,2022-05-04
Årsta,Möckelvägen 9,3200000,80000,2083.0,40,2022-05-04
Vasastan,"Robert Almströmsgatan 9a, 4tr",6775000,120982,2421.0,56,2022-05-04
Vasastan,Karlbergsvägen 80A,4400000,137500,1530.0,32,2022-05-04
Vasastan,"Hagagatan 54A, 2 tr",4300000,122857,2040.0,35,2022-05-04
Södermalm,"Åsögatan 196, 5tr",3920000,130667,2040.0,30,2022-05-04
Vasastan,"Hälsingegatan 15, 1tr",6720000,120000,2408.0,56,2022-05-04
Vasastan,Birger Jarlsgatan 110,5300000,115217,1269.0,46,2022-05-04
Vasastan,"Birkagatan 4, 3 tr",6235000,132660,2326.0,47,2022-05-04
Vasastan,"Robert Almströmsgatan 12, 2tr",5400000,135000,1944.0,40,2022-05-04
Östermalm,Skeppargatan 22,8100000,162000,1960.0,50,2022-05-04
Vasastan,Surbrunnsgatan 2,6800000,106250,2849.0,64,2022-05-04
Södermalm,Erstagatan 30,4925000,92925,2849.0,53,2022-05-04
Vasastan,Sankt Eriksgatan 101,5800000,120833,2096.0,48,2022-05-03
Vasastan,"Upplandsgatan 74, 1tr.",7850000,113112,2904.0,69,2022-05-03
Södermalm,Södermannagatan 21,4225000,128030,1599.0,33,2022-05-03
Östermalm,Valhallavägen 14,7000000,100430,2556.0,69,2022-05-03
Södermalm,Helgagatan 36G,3500000,125000,1631.0,28,2022-05-03
Södermalm,Svartensgatan 12B,6150000,125510,1907.0,49,2022-05-03
Årsta,Slätbaksvägen 36,3000000,70922,2324.0,42,2022-05-03
Vasastan,"Tomtebogatan 15A, 1 tr",7900000,127419,2454.0,62,2022-05-03
Östermalm,Grev Turegatan 84,6900000,156818,1965.0,44,2022-05-03
Södermalm,"Heleneborgsgatan 46, 5tr",6420000,121132,1790.0,53,2022-05-02
Årsta,"Bolmensvägen 7, 2tr",2820000,67143,2650.0,42,2022-05-02
Vasastan,"Roslagsgatan 27, Högst upp i huset!",5800000,120833,2436.0,48,2022-05-02
Vasastan,"David Bagares gata 26C, vindsvåning",5250000,164063,1608.0,32,2022-05-02
Vasastan,Vanadisvägen 28,6300000,103279,2510.0,61,2022-05-02
Vasastan,"Eastmansvägen 8B, 1 tr",7000000,127273,3300.0,55,2022-05-02
Årsta,"Sandfjärdsgatan 9, 2 / 3tr",2825000,49130,3327.0,57,2022-05-01
Årsta,Sköntorpsvägen 43,3150000,58118,3189.0,54,2022-05-01
Östermalm,"Engelbrektsgatan 12A, vindsvåning",7265000,172976,1470.0,421,2022-05-01
Vasastan,Västmannagatan 18,5200000,115556,2710.0,45,2022-05-01
Vasastan,"Robert Almströmsgatan 12, BV",4900000,122500,1905.0,40,2022-05-01
Årsta,Årstavägen 131,2725000,71711,3167.0,38,2022-04-30
Södermalm,Åsögatan 189,5000000,121951,2060.0,41,2022-04-29
Fredhäll,"Adlerbethsgatan 17, 2tr",3750000,87209,2416.0,43,2022-04-29
Östermalm,"Kaptensgatan 9 A, NB",7020000,113226,2678.0,62,2022-04-29
Vasastan,"Torsgatan 69, 3tr",4400000,115789,1790.0,38,2022-04-29
Södermalm,"Folkungagatan 74A, 3tr. Gårdshuset",5650000,120213,1968.0,47,2022-04-29
Södermalm,Kocksgatan 52,3500000,109375,1363.0,32,2022-04-29
Årsta,"Tämnarvägen 12, 2 tr",3030000,67333,2583.0,45,2022-04-29
Fredhäll,Stagneliusvägen 43,5925000,109722,1364.0,54,2022-04-29
Södermalm,"Rosenlundsgatan 18, 5tr",4880000,108444,2479.0,45,2022-04-29
Södermalm,Bastugatan 27,5175000,129375,1803.0,40,2022-04-29
Södermalm,Hallandsgatan 34,6900000,104545,2784.0,66,2022-04-29
Södermalm,"Södermannagatan 45, vind",9100000,140000,3773.0,65,2022-04-28
Vasastan,"Birkagatan 29, 3tr",8050000,131967,2972.0,61,2022-04-28
Södermalm,"Götgatan 90A, 5tr",4870000,118780,0.0,41,2022-04-28
Södermalm,Slipgatan 5,4100000,97619,2205.0,42,2022-04-28
Fredhäll,Stagneliusvägen 26,3900000,80412,3317.0,48,2022-04-28
Vasastan,"Norrtullsgatan 63, 4 tr",5500000,98214,2800.0,56,2022-04-28
Östermalm,Östermalmsgatan 68C,6275000,133511,1921.0,47,2022-04-28
Södermalm,Tideliusgatan 37 5tr.,6700000,104688,1741.0,64,2022-04-28
Södermalm,"Marmorgatan 3, 3 tr",4200000,79245,3685.0,53,2022-04-28
Södermalm,"Dalslandsgatan 3, 2tr",5650000,99123,3144.0,57,2022-04-28
Vasastan,Luntmakargatan 86A,6000000,95238,4059.0,63,2022-04-28
Södermalm,Ölandsgatan 49B,5875000,90385,2832.0,65,2022-04-28
Årsta,Bolmensvägen 7,2800000,66667,2881.0,42,2022-04-28
Vasastan,"Norrbackagatan 11, 1,5 tr",5620000,124889,2283.0,45,2022-04-28
Vasastan,"Hagagatan 50A, 3 tr Gårdshus",3875000,129167,1755.0,30,2022-04-27
Södermalm,"Gotlandsgatan 66, 4tr",5350000,109184,2348.0,49,2022-04-27
Södermalm,Östgötagatan 89,4100000,100000,1891.0,41,2022-04-27
Södermalm,Högbergsgatan 67,4900000,116667,477.0,42,2022-04-27
Södermalm,"Fatburs kvarngata 23, 4tr",6275000,90942,4382.0,69,2022-04-27
Vasastan,"Vanadisvägen 25, 1,5 tr",4000000,125000,1919.0,32,2022-04-27
Södermalm,Maria Prästgårdsgata 19A,6100000,124490,4098.0,49,2022-04-27
Årsta,"Eklångsvägen 21, 2 / 3tr",3120000,73068,2550.0,42,2022-04-27
Södermalm,"Verkstadsgatan 9, 1 tr",6350000,102419,3011.0,62,2022-04-27
Södermalm,"Högalidsgatan 32C, 4 / 4 tr - gårdshus",5310000,136154,1519.0,39,2022-04-27
Södermalm,"Tobaksspinnargatan 10, 4 tr",4900000,100000,2703.0,49,2022-04-27
Södermalm,Bergsunds strand 27,8400000,123529,3649.0,68,2022-04-27
Södermalm,"Kocksgatan 23, 4 tr",8675000,125725,2812.0,69,2022-04-27
Årsta,"Årstavägen 71, 1tr",3515000,72474,3352.0,48,2022-04-27
Södermalm,Katarina Västra Kyrkogata 6B,6850000,116102,2340.0,59,2022-04-27
Östermalm,Birger Jarlsgatan 46B,9930000,146029,2060.0,68,2022-04-27
Årsta,Slätbaksvägen 36,3100000,71264,2410.0,43,2022-04-27
Årsta,"Dellensvägen 15, 3tr",3500000,60345,4177.0,58,2022-04-26
Årsta,"Hjälmarsvägen 24 A, 2tr",4200000,71186,4195.0,59,2022-04-26
Vasastan,"Norrtullsgatan 38, 2tr",4400000,97778,2472.0,45,2022-04-26
Vasastan,Norrbackagatan 27A,6150000,93182,2744.0,66,2022-04-26
Vasastan,Norrbackagatan 60,5700000,126667,2533.0,45,2022-04-26
Södermalm,Bergsundsgatan 4,5000000,106383,1653.0,47,2022-04-26
Södermalm,"Hallandsgatan 50A, 2tr",3900000,118182,1967.0,33,2022-04-26
Södermalm,"Västgötagatan 21, VÅN3",5700000,114000,2141.0,50,2022-04-26
Östermalm,Grevgatan 47,7600000,158333,1360.0,48,2022-04-26
Vasastan,Karlbergsvägen 18,4200000,135484,884.0,31,2022-04-26
Vasastan,Sonja Kovalevskys Gata 6,5550000,118085,2320.0,47,2022-04-26
Vasastan,"Valhallavägen 22C, Gårdshus",4150000,112162,2111.0,37,2022-04-26
Södermalm,"Katarina Bangata 62, 2 tr",5920000,123333,2341.0,48,2022-04-26
Årsta,Siljansvägen 71,3510000,62124,3681.0,56,2022-04-25
Östermalm,Nybrogatan 56,7500000,147059,2696.0,51,2022-04-25
Södermalm,"Urvädersgränd 6C, Ö.G",6000000,115385,1494.0,52,2022-04-25
Östermalm,Majorsgatan 6,5400000,145946,306.0,37,2022-04-25
Östermalm,"Kommendörsgatan 40a, ög 1tr",6275000,128061,2185.0,49,2022-04-25
Östermalm,Östermalmsgatan 101,8500000,132813,1381.0,64,2022-04-25
Östermalm,Nybrogatan 62,5900000,147500,1402.0,40,2022-04-25
Östermalm,Ruddammsbacken 28,4300000,102381,2275.0,42,2022-04-25
Vasastan,"Sigtunagatan 14A, 1tr",5500000,141026,1479.0,39,2022-04-24
Södermalm,"Erstagatan 30, 4 tr",5900000,111321,2849.0,53,2022-04-24
Vasastan,"Luntmakargatan 70, 2 tr",6400000,125490,1653.0,51,2022-04-24
Östermalm,"Skeppargatan 21, BV",5600000,160000,0.0,35,2022-04-24
Vasastan,Birkagatan 21A,7750000,117424,2199.0,66,2022-04-24
Östermalm,Torstenssonsgatan 13,6950000,139000,1690.0,50,2022-04-24
Södermalm,"Västgötagatan 18, 5tr",6000000,98361,2387.0,61,2022-04-23
Vasastan,"Torsplan 10, vån 13",7000000,137255,3354.0,51,2022-04-23
Vasastan,"Sveavägen 136, BV",4500000,102273,1467.0,44,2022-04-23
Södermalm,"Kocksgatan 23, 1tr",7400000,107246,2772.0,69,2022-04-23
Vasastan,Birger Jarlsgatan 116,7000000,122807,1095.0,57,2022-04-23
Södermalm,Bohusgatan 29,5700000,86364,3366.0,66,2022-04-23
Vasastan,"Emmy Rappes gata 3, vån 7",7000000,106061,3846.0,66,2022-04-22
Södermalm,Högbergsgatan 81 A,5900000,118000,2997.0,50,2022-04-22
Östermalm,Lodgatan 1,9650000,141912,2179.0,68,2022-04-22
Södermalm,"Mariagränd 2, 3tr + vindsvåning",7450000,116406,2586.0,641,2022-04-22
Vasastan,Frejgatan 3 - Accepterat pris!,4985000,124625,1528.0,40,2022-04-22
Östermalm,Skeppargatan 84,6500000,125000,1699.0,52,2022-04-22
Östermalm,"Artillerigatan 38A, 3tr",8000000,155039,1370.0,51,2022-04-21
Östermalm,Nybrogatan 57,5400000,150000,2120.0,36,2022-04-21
Södermalm,Gotlandsgatan 67,4900000,113953,2044.0,43,2022-04-21
Vasastan,Tomtebogatan 31A,4200000,123529,1005.0,34,2022-04-21
Södermalm,Helgagatan 36H,4550000,105814,2413.0,43,2022-04-21
Södermalm,Brännkyrkagatan 119,3810000,92927,3075.0,41,2022-04-21
Årsta,Ottsjövägen 25,4000000,66667,3852.0,60,2022-04-21
Södermalm,"Folkungagatan 69, 2tr",5350000,96396,1694.0,55,2022-04-21
Södermalm,Lorensbergsgatan 3A,7040000,110000,2987.0,64,2022-04-21
Årsta,"Hummelvägen 2, 3 / 3tr",3425000,60088,3603.0,57,2022-04-21
Vasastan,"Robert Almströmsgatan 5, 5 tr",5120000,134737,1998.0,38,2022-04-20
Vasastan,"Hälsingegatan 35, 3tr",5300000,135897,2378.0,39,2022-04-20
Södermalm,"Bergsunds Strand 34, 4 tr",4100000,100000,1997.0,41,2022-04-20
Vasastan,Upplandsgatan 78,6800000,141667,2188.0,48,2022-04-20
Vasastan,"Sonja Kovalevskys Gata 3, vån 3",5780000,117959,2450.0,49,2022-04-19
Östermalm,"Skeppargatan 52 A, BV",5500000,144737,1711.0,38,2022-04-19
Årsta,Slätbaksvägen 22,3000000,70588,2151.0,42,2022-04-19
Vasastan,Västmannagatan 83A,5050000,105208,1917.0,48,2022-04-18
Fredhäll,Rålambsvägen 54,3480000,88101,2173.0,39,2022-04-18
Årsta,"Svärdlångsvägen 49, Accepterat pris!",3400000,60714,4022.0,56,2022-04-16
Vasastan,"Upplandsgatan 85A, 4tr",8500000,134921,3074.0,63,2022-04-15
Södermalm,Folkskolegatan 4,4200000,102439,2040.0,41,2022-04-15
Södermalm,Renstiernas gata 30,5000000,125000,2150.0,40,2022-04-15
Årsta,"Tämnarvägen 32, 3tr",3600000,65455,2880.0,55,2022-04-14
Årsta,"Sköntorpsvägen 70, 2 tr",3700000,66071,2475.0,56,2022-04-14
Fredhäll,"Palmbladsvägen 2, ACCEPTERAT PRIS",4250000,77982,3254.0,54,2022-04-14
Årsta,Årstavägen 68,3450000,62727,3464.0,55,2022-04-14
Södermalm,"Sågargatan 14, 1,5 tr",4400000,107317,2776.0,41,2022-04-14
Årsta,Storsjövägen 61,3600000,63158,3136.0,57,2022-04-14
Södermalm,"Fatburs kvarngata 5, vån 3",5150000,76296,4888.0,67,2022-04-14
Fredhäll,Ernst ahlgrens väg 6,4000000,100000,2173.0,40,2022-04-14
Östermalm,Artillerigatan 36,8350000,151818,2477.0,55,2022-04-14
Årsta,Årstavägen 66,3175000,56696,3237.0,56,2022-04-14
Södermalm,Fatburstrappan 18,4775000,101596,3460.0,47,2022-04-14
Årsta,Bråviksvägen 18,2750000,68750,2808.0,40,2022-04-13
Södermalm,"Flintbacken 6, 11tr",2795000,83433,1688.0,33,2022-04-13
Södermalm,Kocksgatan 25,9300000,134588,1470.0,69,2022-04-13
Vasastan,"Tomtebogatan 16, 1,5 tr",5150000,132051,1297.0,39,2022-04-13
Södermalm,"Bergsunds strand 36, 2 tr",4900000,106522,2193.0,46,2022-04-13
Årsta,Siljansvägen 41b,3065000,68111,3360.0,45,2022-04-13
Södermalm,"Bastugatan 45, Högst upp!",4200000,120000,1796.0,35,2022-04-13
Södermalm,"Brännerigatan 5, vån 2",5500000,107843,2868.0,51,2022-04-13
Vasastan,"Upplandsgatan 54D, 3tr.",7400000,108824,3356.0,68,2022-04-12
Vasastan,Robert Almströmsgatan 6,8200000,130159,3629.0,63,2022-04-12
