"Adress","Area","Date","Fee","Price","Price Per SQM","Size","index","timestamp","timestampString","uid","url","url_uid"
"Götgatan 128, 3tr","LägenhetLägenhet                    Södermalm,              Stockholms kommun","Såld 3 februari 2023","2 798 kr/mån","Slutpris 4 850 000 kr","74 615 kr/m²","65 m²                                   2 rum",1,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","bbcR8OjQt5f0EriklLFM","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&item_types%5B%5D=bostadsratt&rooms_min=2&rooms_max=2&sold_age=12m","1"
"Möckelvägen 32","LägenhetLägenhet                    Årsta,              Stockholms kommun","Såld 3 februari 2023","3 281 kr/mån","Slutpris 2 650 000 kr","63 095 kr/m²","42 m²                                   2 rum",2,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","uk6ZHHepLVJmFTqQHy0Z","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&item_types%5B%5D=bostadsratt&rooms_min=2&rooms_max=2&sold_age=12m","1"
"Heleneborgsgatan 30","LägenhetLägenhet                    Södermalm - Högalid,              Stockholms kommun","Såld 2 februari 2023","2 451 kr/mån","Slutpris 4 500 000 kr","97 826 kr/m²","46 m²                                   2 rum",3,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","cjyLRjgOnOMK82EonWDr","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&item_types%5B%5D=bostadsratt&rooms_min=2&rooms_max=2&sold_age=12m","1"
"Körsbärsvägen 10, 5tr","LägenhetLägenhet                    Östermalm,              Stockholms kommun","Såld 2 februari 2023","2 664 kr/mån","Slutpris 5 025 000 kr","94 811 kr/m²","53 m²                                   2 rum",4,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","Q6siuV1K48MIikhcKHvj","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&item_types%5B%5D=bostadsratt&rooms_min=2&rooms_max=2&sold_age=12m","1"
"Anna Steckséns Gata 15, 10 tr","LägenhetLägenhet                    Vasastan Hagastaden,              Stockholms kommun","Såld 2 februari 2023","2 387 kr/mån","Slutpris 4 900 000 kr","128 947 kr/m²","38 m²                                   2 rum",5,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","0FTq9jrx3XABUYK6ZuuZ","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&item_types%5B%5D=bostadsratt&rooms_min=2&rooms_max=2&sold_age=12m","1"
"Hälsingegatan 10B","LägenhetLägenhet                    Vasastan,              Stockholms kommun","Såld 2 februari 2023","2 912 kr/mån","Slutpris 5 760 000 kr","108 679 kr/m²","53 m²                                   2 rum",6,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","TcSO6njrTk53bXTyP2KO","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&item_types%5B%5D=bostadsratt&rooms_min=2&rooms_max=2&sold_age=12m","1"
"Lorensbergsgatan 5B, 5 tr","LägenhetLägenhet                    Södermalm Högalid,              Stockholms kommun","Såld 2 februari 2023","1 878 kr/mån","Slutpris 4 500 000 kr","118 421 kr/m²","38 m²                                   2 rum",7,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","u4PiMT03ltjAfqMv6YXC","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&item_types%5B%5D=bostadsratt&rooms_min=2&rooms_max=2&sold_age=12m","1"
"Ringvägen 124","LägenhetLägenhet                    Södermalm / Skanstull,              Stockholms kommun","Såld 2 februari 2023","1 651 kr/mån","Slutpris 3 350 000 kr","88 158 kr/m²","38 m²                                   2 rum",8,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","I2sVkiifZNfc9UHEtP6K","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&item_types%5B%5D=bostadsratt&rooms_min=2&rooms_max=2&sold_age=12m","1"
"Tulegatan 42, 6tr","LägenhetLägenhet                    Vasastan,              Stockholms kommun","Såld 2 februari 2023","2 528 kr/mån","Slutpris 4 900 000 kr","100 000 kr/m²","49 m²                                   2 rum",9,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","j8c0hE1SLS6hjQ1gJSEQ","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&item_types%5B%5D=bostadsratt&rooms_min=2&rooms_max=2&sold_age=12m","1"
"Eriksbergsgatan 1A, 5tr","LägenhetLägenhet                    Östermalm,              Stockholms kommun","Såld 2 februari 2023","1 770 kr/mån","Slutpris 6 900 000 kr","127 778 kr/m²","54 m²                                   2 rum",10,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","VN1PNw0j9tDdtVrhYnqP","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&item_types%5B%5D=bostadsratt&rooms_min=2&rooms_max=2&sold_age=12m","1"
"Tavastgatan 29 C","LägenhetLägenhet                    Mariaberget,              Stockholms kommun","Såld 1 februari 2023","2 298 kr/mån","Slutpris 6 250 000 kr","104 167 kr/m²","60 m²                                   2 rum",11,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","qwDq6XmNKP6ECF7qKWFa","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&item_types%5B%5D=bostadsratt&rooms_min=2&rooms_max=2&sold_age=12m","1"
"Karlbergsvägen 29A, 1tr","LägenhetLägenhet                    Vasastan,              Stockholms kommun","Såld 1 februari 2023","2 531 kr/mån","Slutpris 6 625 000 kr","120 455 kr/m²","55 m²                                   2 rum",12,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","f4CQ0NxtObte41IjpgPb","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&item_types%5B%5D=bostadsratt&rooms_min=2&rooms_max=2&sold_age=12m","1"
"Valhallavägen 152B","LägenhetLägenhet                    Östermalm,              Stockholms kommun","Såld 1 februari 2023","2 006 kr/mån","Slutpris 5 050 000 kr","105 208 kr/m²","48 m²                                   2 rum",13,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","44hG3UQBYgrDBAC8j5B0","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&item_types%5B%5D=bostadsratt&rooms_min=2&rooms_max=2&sold_age=12m","1"
"Sankt Eriksgatan 87, 2tr","LägenhetLägenhet                    Vasastan - Birkastan,              Stockholms kommun","Såld 1 februari 2023","1 199 kr/mån","Slutpris 5 350 000 kr","127 381 kr/m²","42 m²                                   2 rum",14,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","U9yvqa5P4jF33jJrGcHE","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&item_types%5B%5D=bostadsratt&rooms_min=2&rooms_max=2&sold_age=12m","1"
"Maria Skolgata 77B, VÅN4","LägenhetLägenhet                    Södermalm / Maria,              Stockholms kommun","Såld 1 februari 2023","3 057 kr/mån","Slutpris 5 050 000 kr","101 000 kr/m²","50 m²                                   2 rum",15,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","UTb89cvk7b4JmJoKpJvu","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&item_types%5B%5D=bostadsratt&rooms_min=2&rooms_max=2&sold_age=12m","1"
"Årstavägen 71, 3 tr","LägenhetLägenhet                    Årsta,              Stockholms kommun","Såld 1 februari 2023","3 762 kr/mån","Slutpris 2 970 000 kr","61 237 kr/m²","48,5 m²                                   2 rum",16,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","9H3DqVHmDQE6Bniy8oNY","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&item_types%5B%5D=bostadsratt&rooms_min=2&rooms_max=2&sold_age=12m","1"
"Åsögatan 173","LägenhetLägenhet                    Södermalm - Sofia,              Stockholms kommun","Såld 1 februari 2023","5 575 kr/mån","Slutpris 7 615 000 kr","82 772 kr/m²","92 m²                                   2 rum",17,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","vig6qzOBNVJXNzFzlsOv","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&item_types%5B%5D=bostadsratt&rooms_min=2&rooms_max=2&sold_age=12m","1"
"Reimersholmsgatan 8, 3 tr","LägenhetLägenhet                    Södermalm - Reimersholme,              Stockholms kommun","Såld 1 februari 2023","3 135 kr/mån","Slutpris 4 400 000 kr","91 667 kr/m²","48 m²                                   2 rum",18,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","J5XfkomLYuhHCoWRaDim","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&item_types%5B%5D=bostadsratt&rooms_min=2&rooms_max=2&sold_age=12m","1"
"Lundagatan 48A","LägenhetLägenhet                    Södermalm,              Stockholms kommun","Såld 1 februari 2023","2 374 kr/mån","Slutpris 5 300 000 kr","112 766 kr/m²","47 m²                                   2 rum",19,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","HsQt0Sl9yJyer3GbcQF0","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&item_types%5B%5D=bostadsratt&rooms_min=2&rooms_max=2&sold_age=12m","1"
"Borgargatan 6, 4 tr","LägenhetLägenhet                    Södermalm,              Stockholms kommun","Såld 1 februari 2023","3 052 kr/mån","Slutpris 5 510 000 kr","96 667 kr/m²","57 m²                                   2 rum",20,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","S4vA78pkCQaJfxYjST9t","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&item_types%5B%5D=bostadsratt&rooms_min=2&rooms_max=2&sold_age=12m","1"
"Bondegatan 79, 2 tr","LägenhetLägenhet                    Södermalm - Sofia,              Stockholms kommun","Såld 1 februari 2023","2 249 kr/mån","Slutpris 3 920 000 kr","93 333 kr/m²","42 m²                                   2 rum",21,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","JGae4UICmWsIa3fwRnDs","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&item_types%5B%5D=bostadsratt&rooms_min=2&rooms_max=2&sold_age=12m","1"
"Valhallavägen 164","LägenhetLägenhet                    Östermalm,              Stockholms kommun","Såld 1 februari 2023","2 688 kr/mån","Slutpris 6 900 000 kr","127 778 kr/m²","54 m²                                   2 rum",22,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","pE18zmwyFdifqFz4CTsx","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&item_types%5B%5D=bostadsratt&rooms_min=2&rooms_max=2&sold_age=12m","1"
"Åsögatan 194, vån 4","LägenhetLägenhet                    Södermalm,              Stockholms kommun","Såld 1 februari 2023","2 797 kr/mån","Slutpris 5 075 000 kr","101 500 kr/m²","50 m²                                   2 rum",23,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","NONRb3mT3taDZ6ZIKxuM","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&item_types%5B%5D=bostadsratt&rooms_min=2&rooms_max=2&sold_age=12m","1"
"Rörstrandsgatan 34A","LägenhetLägenhet                    Birkastan,              Stockholms kommun","Såld 1 februari 2023","3 037 kr/mån","Slutpris 7 050 000 kr","111 905 kr/m²","63 m²                                   2 rum",24,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","7Zm7fo62Cax5mOfipDWI","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&item_types%5B%5D=bostadsratt&rooms_min=2&rooms_max=2&sold_age=12m","1"
"Heleneborgsgatan 52","LägenhetLägenhet                    Södermalm,              Stockholms kommun","Såld 1 februari 2023","1 820 kr/mån","Slutpris 4 000 000 kr","119 760 kr/m²","33,4 m²                                   2 rum",25,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","mAcKqlwtO2RVFJTlQW8k","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&item_types%5B%5D=bostadsratt&rooms_min=2&rooms_max=2&sold_age=12m","1"
"Tomtebogatan 40","LägenhetLägenhet                    Vasastan,              Stockholms kommun","Såld 1 februari 2023","2 018 kr/mån","Slutpris 4 400 000 kr","122 222 kr/m²","36 m²                                   2 rum",26,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","Tc5bivQRIf8FDRHoluTz","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&item_types%5B%5D=bostadsratt&rooms_min=2&rooms_max=2&sold_age=12m","1"
"Pokalvägen 5","LägenhetLägenhet                    Södermalm - Reimersholme,              Stockholms kommun","Såld 1 februari 2023","3 571 kr/mån","Slutpris 5 825 000 kr","100 431 kr/m²","58 m²                                   2 rum",27,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","uM2IvW071763x0JcOQDX","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&item_types%5B%5D=bostadsratt&rooms_min=2&rooms_max=2&sold_age=12m","1"
"Folkskolegatan 12","LägenhetLägenhet                    Södermalm - Maria Högalid,              Stockholms kommun","Såld 1 februari 2023","2 305 kr/mån","Slutpris 3 500 000 kr","125 000 kr/m²","28 m²                                   2 rum",28,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","sKhl7f2RYdDFXArKykQz","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&item_types%5B%5D=bostadsratt&rooms_min=2&rooms_max=2&sold_age=12m","1"
"Blekingegatan 36","LägenhetLägenhet                    Södermalm Katarina,              Stockholms kommun","Såld 1 februari 2023","2 146 kr/mån","Slutpris 4 010 000 kr","95 476 kr/m²","42 m²                                   2 rum",29,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","8ejSWvebqQAecMcpOfhY","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&item_types%5B%5D=bostadsratt&rooms_min=2&rooms_max=2&sold_age=12m","1"
"Vanadisvägen 7","LägenhetLägenhet                    Vasastan,              Stockholms kommun","Såld 31 januari 2023","2 720 kr/mån","Slutpris 5 160 000 kr","86 000 kr/m²","60 m²                                   2 rum",30,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","V7aHqwIRnkTrwIPDWCG0","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&item_types%5B%5D=bostadsratt&rooms_min=2&rooms_max=2&sold_age=12m","1"
"Dellensvägen 35","LägenhetLägenhet                    Årsta,              Stockholms kommun","Såld 31 januari 2023","2 884 kr/mån","Slutpris 2 870 000 kr","56 275 kr/m²","51 m²                                   2 rum",31,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","gw71A8mzAkpa26Otw4Gp","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&item_types%5B%5D=bostadsratt&rooms_min=2&rooms_max=2&sold_age=12m","1"
"Siljansvägen 74, 5 / 7tr","LägenhetLägenhet                    Årsta,              Stockholms kommun","Såld 31 januari 2023","3 764 kr/mån","Slutpris 3 475 000 kr","63 182 kr/m²","55 m²                                   2 rum",32,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","P9Mx8xPQ8DUcYCkkItx7","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&item_types%5B%5D=bostadsratt&rooms_min=2&rooms_max=2&sold_age=12m","1"
"Birkagatan 26, 4tr","LägenhetLägenhet                    Vasastan - Birkastan,              Stockholms kommun","Såld 31 januari 2023","2 952 kr/mån","Slutpris 6 600 000 kr","103 125 kr/m²","64 m²                                   2 rum",33,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","UAT9IOkRrDroI1DF5P7M","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&item_types%5B%5D=bostadsratt&rooms_min=2&rooms_max=2&sold_age=12m","1"
"Idungatan 8A, 2tr","LägenhetLägenhet                    Vasastan,              Stockholms kommun","Såld 31 januari 2023","2 205 kr/mån","Slutpris 6 720 000 kr","122 182 kr/m²","55 m²                                   2 rum",34,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","7fzFUGqhfd7GxTToEj1B","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&item_types%5B%5D=bostadsratt&rooms_min=2&rooms_max=2&sold_age=12m","1"
"Tavastgatan 15, 2 tr ACCEPTERAT PRIS","LägenhetLägenhet                    Södermalm - Mariaberget,              Stockholms kommun","Såld 31 januari 2023","2 066 kr/mån","Slutpris 3 400 000 kr","113 333 kr/m²","30 m²                                   2 rum",35,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","tJr3hjUZolhGVy9qE9F6","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&item_types%5B%5D=bostadsratt&rooms_min=2&rooms_max=2&sold_age=12m","1"
"Åsögatan 92, 1 tr","LägenhetLägenhet                    Södermalm,              Stockholms kommun","Såld 31 januari 2023","3 245 kr/mån","Slutpris 5 600 000 kr","100 000 kr/m²","56 m²                                   2 rum",36,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","EuI7gdktUIiUvGTtAfIJ","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&item_types%5B%5D=bostadsratt&rooms_min=2&rooms_max=2&sold_age=12m","1"
"Bergsundsgatan 14","LägenhetLägenhet                    Södermalm Högalid,              Stockholms kommun","Såld 31 januari 2023","3 288 kr/mån","Slutpris 3 350 000 kr","81 707 kr/m²","41 m²                                   2 rum",37,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","y3JOe7rk1zdS9wPe8eJy","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&item_types%5B%5D=bostadsratt&rooms_min=2&rooms_max=2&sold_age=12m","1"
"Wittstocksgatan 2, 1 / 2 tr","LägenhetLägenhet                    Östermalm,              Stockholms kommun","Såld 31 januari 2023","3 366 kr/mån","Slutpris 7 600 000 kr","122 581 kr/m²","62 m²                                   2 rum",38,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","n6UcxGOfYjO8uJaPEtBG","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&item_types%5B%5D=bostadsratt&rooms_min=2&rooms_max=2&sold_age=12m","1"
"Nybrogatan 62","LägenhetLägenhet                    Östermalm,              Stockholms kommun","Såld 31 januari 2023","1 072 kr/mån","Slutpris 5 100 000 kr","124 390 kr/m²","41 m²                                   2 rum",39,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","HS7QMKSfr90Ck7oNMI7C","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&item_types%5B%5D=bostadsratt&rooms_min=2&rooms_max=2&sold_age=12m","1"
"Åmänningevägen 23","LägenhetLägenhet                    Årsta,              Stockholms kommun","Såld 31 januari 2023","3 449 kr/mån","Slutpris 2 590 000 kr","61 667 kr/m²","42 m²                                   2 rum",40,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","OIZs6fQZd83cxAFnBnLI","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&item_types%5B%5D=bostadsratt&rooms_min=2&rooms_max=2&sold_age=12m","1"
"Torsgatan 78","LägenhetLägenhet                    Vasastan,              Stockholms kommun","Såld 31 januari 2023","2 699 kr/mån","Slutpris 3 995 000 kr","90 795 kr/m²","44 m²                                   2 rum",41,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","onLxy6JtZRsVvdXP8tMx","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&item_types%5B%5D=bostadsratt&rooms_min=2&rooms_max=2&sold_age=12m","1"
"Sankt Eriksgatan 85A, mot gård","LägenhetLägenhet                    Vasastan,              Stockholms kommun","Såld 31 januari 2023","1 346 kr/mån","Slutpris 5 150 000 kr","100 980 kr/m²","51 m²                                   2 rum",42,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","NthLI277mVvsg2V81O2S","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&item_types%5B%5D=bostadsratt&rooms_min=2&rooms_max=2&sold_age=12m","1"
"Rådmansgatan 11","LägenhetLägenhet                    Östermalm,              Stockholms kommun","Såld 31 januari 2023","1 038 kr/mån","Slutpris 4 375 000 kr","121 528 kr/m²","36 m²                                   2 rum",43,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","ZqBF7ljal8X5I0U31fr8","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&item_types%5B%5D=bostadsratt&rooms_min=2&rooms_max=2&sold_age=12m","1"
"Vanadisplan 1, 3 tr","LägenhetLägenhet                    Vasastan,              Stockholms kommun","Såld 31 januari 2023","1 901 kr/mån","Slutpris 5 550 000 kr","113 265 kr/m²","49 m²                                   2 rum",44,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","gXqucuWDgTYvozxTuJck","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&item_types%5B%5D=bostadsratt&rooms_min=2&rooms_max=2&sold_age=12m","1"
"Långholmsgatan 3","LägenhetLägenhet                    Södermalm Högalid,              Stockholms kommun","Såld 31 januari 2023","2 506 kr/mån","Slutpris 5 415 000 kr","100 278 kr/m²","54 m²                                   2 rum",45,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","8NQzACmNzzK4uRckTif0","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&item_types%5B%5D=bostadsratt&rooms_min=2&rooms_max=2&sold_age=12m","1"
"Grev Magnigatan 10A","LägenhetLägenhet                    Östermalm,              Stockholms kommun","Såld 31 januari 2023","3 139 kr/mån","Slutpris 6 600 000 kr","126 923 kr/m²","52 m²                                   2 rum",46,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","rzLhlckIzI37pWlP7OUI","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&item_types%5B%5D=bostadsratt&rooms_min=2&rooms_max=2&sold_age=12m","1"
"Döbelnsgatan 16A, 5tr","LägenhetLägenhet                    Vasastan,              Stockholms kommun","Såld 31 januari 2023","3 726 kr/mån","Slutpris 11 800 000 kr","145 679 kr/m²","81                                          + 12 m²                                                       2 rum",47,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","VMskZZpWyfnrZllDPgJC","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&item_types%5B%5D=bostadsratt&rooms_min=2&rooms_max=2&sold_age=12m","1"
"Nybrogatan 72","LägenhetLägenhet                    Östermalm,              Stockholms kommun","Såld 30 januari 2023","1 950 kr/mån","Slutpris 5 450 000 kr","123 864 kr/m²","44 m²                                   2 rum",48,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","PPoyjr7jxHUDK633z7pA","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&item_types%5B%5D=bostadsratt&rooms_min=2&rooms_max=2&sold_age=12m","1"
