"Adress","Area","Date","Fee","Price","Price Per SQM","Size","index","timestamp","timestampString","uid","url","url_uid"
"Långhalsvägen 17","LägenhetLägenhet                    Årsta,              Stockholms kommun","Såld 7 april 2022","2 748 kr/mån","Slutpris 3 000 000 kr","66 815 kr/m²","44,9 m²                                   2 rum",1881,1675427967346,"Fri, 03 Feb 2023 12:39:27 GMT","DCQNryiuo0yDHoroSiJl","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=39&rooms_max=2&rooms_min=2&sold_age=12m","39"
"Ringvägen 87 B, ög","LägenhetLägenhet                    Katarina,              Stockholms kommun","Såld 7 april 2022","2 645 kr/mån","Slutpris 4 500 000 kr","87 379 kr/m²","51,5 m²                                   2 rum",1882,1675427967346,"Fri, 03 Feb 2023 12:39:27 GMT","gQHaZkMMGrOgYyS602fb","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=39&rooms_max=2&rooms_min=2&sold_age=12m","39"
"Norrtullsgatan 13, 2tr Stor egen Balkong","LägenhetLägenhet                    Vasastan - Odenplan,              Stockholms kommun","Såld 7 april 2022","1 296 kr/mån","Slutpris 5 350 000 kr","122 989 kr/m²","43,5 m²                                   2 rum",1883,1675427967346,"Fri, 03 Feb 2023 12:39:27 GMT","llqOTDxCS6Uz1abRo6yj","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=39&rooms_max=2&rooms_min=2&sold_age=12m","39"
"Nytorgsgatan 15 A","LägenhetLägenhet                    Södermalm - Nytorget,              Stockholms kommun","Såld 7 april 2022","2 182 kr/mån","Slutpris 5 100 000 kr","134 211 kr/m²","38 m²                                   2 rum",1884,1675427967346,"Fri, 03 Feb 2023 12:39:27 GMT","5T2NSYRZ18qZLlNVPXKC","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=39&rooms_max=2&rooms_min=2&sold_age=12m","39"
"Högalidsgatan 32B","LägenhetLägenhet                    Högalid,              Stockholms kommun","Såld 7 april 2022","2 557 kr/mån","Slutpris 6 560 000 kr","104 127 kr/m²","63 m²                                   2 rum",1885,1675427967346,"Fri, 03 Feb 2023 12:39:27 GMT","FMm6qtaekF7UrB5W2Jfw","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=39&rooms_max=2&rooms_min=2&sold_age=12m","39"
"Tre Liljor 2A","LägenhetLägenhet                    Vasastan,              Stockholms kommun","Såld 7 april 2022","2 304 kr/mån","Slutpris 4 375 000 kr","95 109 kr/m²","46 m²                                   2 rum",1886,1675427967346,"Fri, 03 Feb 2023 12:39:27 GMT","JoyGsdRcaKIwdyYLNIG7","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=39&rooms_max=2&rooms_min=2&sold_age=12m","39"
"Karlavägen 6","LägenhetLägenhet                    Östermalm,              Stockholms kommun","Såld 7 april 2022","1 220 kr/mån","Slutpris 4 850 000 kr","127 632 kr/m²","38 m²                                   2 rum",1887,1675427967346,"Fri, 03 Feb 2023 12:39:27 GMT","9pVxgV3h32mH3sQVFVzb","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=39&rooms_max=2&rooms_min=2&sold_age=12m","39"
"Dalagatan 86 C, 2 TR","LägenhetLägenhet                    Vasastan,              Stockholms kommun","Såld 7 april 2022","1 977 kr/mån","Slutpris 3 900 000 kr","118 182 kr/m²","33 m²                                   2 rum",1888,1675427967346,"Fri, 03 Feb 2023 12:39:27 GMT","hiz9NX6om2RYEGeIsKHa","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=39&rooms_max=2&rooms_min=2&sold_age=12m","39"
"Folkungagatan 53, 2 tr","LägenhetLägenhet                    Södermalm - Katarina Sofia,              Stockholms kommun","Såld 7 april 2022","2 432 kr/mån","Slutpris 4 560 000 kr","101 333 kr/m²","45 m²                                   2 rum",1889,1675427967346,"Fri, 03 Feb 2023 12:39:27 GMT","49CNFLdSt9RU8sQE99CK","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=39&rooms_max=2&rooms_min=2&sold_age=12m","39"
"Västeråsgatan 5, vån 2","LägenhetLägenhet                    Vasastan,              Stockholms kommun","Såld 7 april 2022","2 391 kr/mån","Slutpris 6 350 000 kr","129 592 kr/m²","49 m²                                   2 rum",1890,1675427967346,"Fri, 03 Feb 2023 12:39:27 GMT","w3F5JfSRmZgmDmIYkYrn","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=39&rooms_max=2&rooms_min=2&sold_age=12m","39"
"Torsgatan 71","LägenhetLägenhet                    Vasastan,              Stockholms kommun","Såld 7 april 2022","2 662 kr/mån","Slutpris 3 750 000 kr","75 000 kr/m²","50 m²                                   2 rum",1891,1675427967346,"Fri, 03 Feb 2023 12:39:27 GMT","5ByWUJplrQPU4F60GSAZ","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=39&rooms_max=2&rooms_min=2&sold_age=12m","39"
"Stagneliusvägen 42, ACCEPTERAT PRIS","LägenhetLägenhet                    Kungsholmen - Fredhäll,              Stockholms kommun","Såld 7 april 2022","2 091 kr/mån","Slutpris 3 350 000 kr","77 907 kr/m²","43 m²                                   2 rum",1892,1675427967346,"Fri, 03 Feb 2023 12:39:27 GMT","ILNEGQ97IWIuIhxyufGO","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=39&rooms_max=2&rooms_min=2&sold_age=12m","39"
"Vanadisplan 6","LägenhetLägenhet                    Vasastan,              Stockholms kommun","Såld 7 april 2022","1 641 kr/mån","Slutpris 5 575 000 kr","113 776 kr/m²","49 m²                                   2 rum",1893,1675427967346,"Fri, 03 Feb 2023 12:39:27 GMT","sERGWFh8r2MtVHcnOtWl","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=39&rooms_max=2&rooms_min=2&sold_age=12m","39"
"Sonja Kovalevskys Gata 11","LägenhetLägenhet                    Vasastan/Hagastaden,              Stockholms kommun","Såld 7 april 2022","2 300 kr/mån","Slutpris 5 350 000 kr","116 304 kr/m²","46 m²                                   2 rum",1894,1675427967346,"Fri, 03 Feb 2023 12:39:27 GMT","eIte7e7ZuN1vwDPoRDPS","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=39&rooms_max=2&rooms_min=2&sold_age=12m","39"
"Torbjörn Klockares Gata 11, 2 tr","LägenhetLägenhet                    Vasastan,              Stockholms kommun","Såld 7 april 2022","1 704 kr/mån","Slutpris 3 800 000 kr","118 750 kr/m²","32 m²                                   2 rum",1895,1675427967346,"Fri, 03 Feb 2023 12:39:27 GMT","dyWMjCacNdYm3F3x5ofs","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=39&rooms_max=2&rooms_min=2&sold_age=12m","39"
"Brahegatan 62, BV","LägenhetLägenhet                    Östermalm,              Stockholms kommun","Såld 7 april 2022","2 334 kr/mån","Slutpris 5 400 000 kr","114 894 kr/m²","47 m²                                   2 rum",1896,1675427967346,"Fri, 03 Feb 2023 12:39:27 GMT","ZPWQsHjN37Z9VIdzPHFh","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=39&rooms_max=2&rooms_min=2&sold_age=12m","39"
"Katarina Bangata 66, 3tr","LägenhetLägenhet                    Södermalm,              Stockholms kommun","Såld 7 april 2022","2 338 kr/mån","Slutpris 4 850 000 kr","110 227 kr/m²","44 m²                                   2 rum",1897,1675427967346,"Fri, 03 Feb 2023 12:39:27 GMT","sOZmbypSLuYzeVEQYIu5","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=39&rooms_max=2&rooms_min=2&sold_age=12m","39"
"Valhallavägen 22C, Gårdshus","LägenhetLägenhet                    Östermalm,              Stockholms kommun","Såld 7 april 2022","2 068 kr/mån","Slutpris 4 200 000 kr","113 514 kr/m²","37 m²                                   2 rum",1898,1675427967346,"Fri, 03 Feb 2023 12:39:27 GMT","Z0g76OrczCfGhRZQecP6","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=39&rooms_max=2&rooms_min=2&sold_age=12m","39"
"Svartensgatan 8 B","LägenhetLägenhet                    Södermalm - Mosebacke,              Stockholms kommun","Såld 7 april 2022","1 878 kr/mån","Slutpris 6 225 000 kr","105 508 kr/m²","59 m²                                   2 rum",1899,1675427967346,"Fri, 03 Feb 2023 12:39:27 GMT","5sRBk5LsvC3nJ106XXsy","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=39&rooms_max=2&rooms_min=2&sold_age=12m","39"
"Siljansvägen 51","LägenhetLägenhet                    Årsta,              Stockholms kommun","Såld 6 april 2022","3 451 kr/mån","Slutpris 3 250 000 kr","60 748 kr/m²","53,5 m²                                   2 rum",1900,1675427967346,"Fri, 03 Feb 2023 12:39:27 GMT","aZRfDnp6uDbo3u37UsHB","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=39&rooms_max=2&rooms_min=2&sold_age=12m","39"
"Bergsundsgatan 21, 3 tr","LägenhetLägenhet                    Högalid,              Stockholms kommun","Såld 6 april 2022","2 287 kr/mån","Slutpris 4 500 000 kr","104 651 kr/m²","43 m²                                   2 rum",1901,1675427967346,"Fri, 03 Feb 2023 12:39:27 GMT","FeRNW4USM1nmMtrvfXR2","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=39&rooms_max=2&rooms_min=2&sold_age=12m","39"
"Åsögatan 106","LägenhetLägenhet                    Södermalm - Katarina,              Stockholms kommun","Såld 6 april 2022","2 833 kr/mån","Slutpris 5 050 000 kr","91 818 kr/m²","55 m²                                   2 rum",1902,1675427967346,"Fri, 03 Feb 2023 12:39:27 GMT","QG9aOor9hngSodBpoFyE","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=39&rooms_max=2&rooms_min=2&sold_age=12m","39"
"Tämnarvägen 18","LägenhetLägenhet                    Årsta,              Stockholms kommun","Såld 6 april 2022","2 437 kr/mån","Slutpris 3 100 000 kr","67 391 kr/m²","46 m²                                   2 rum",1903,1675427967346,"Fri, 03 Feb 2023 12:39:27 GMT","MVIYbhMbiCHRwnvyMqBR","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=39&rooms_max=2&rooms_min=2&sold_age=12m","39"
"Frödingsvägen 5","LägenhetLägenhet                    Fredhäll,              Stockholms kommun","Såld 6 april 2022","2 195 kr/mån","Slutpris 4 075 000 kr","101 875 kr/m²","40 m²                                   2 rum",1904,1675427967346,"Fri, 03 Feb 2023 12:39:27 GMT","JtkebdKAE7nnPtPsboQ8","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=39&rooms_max=2&rooms_min=2&sold_age=12m","39"
"Vikingagatan 12, 2tr","LägenhetLägenhet                    Vasastan - Birkastan,              Stockholms kommun","Såld 6 april 2022","1 501 kr/mån","Slutpris 7 650 000 kr","136 607 kr/m²","56 m²                                   2 rum",1905,1675427967346,"Fri, 03 Feb 2023 12:39:27 GMT","nXfoPQJoR7vj3EHr35pv","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=39&rooms_max=2&rooms_min=2&sold_age=12m","39"
"Götgatan 96, 3 tr","LägenhetLägenhet                    Södermalm,              Stockholms kommun","Såld 6 april 2022","1 319 kr/mån","Slutpris 5 010 000 kr","104 375 kr/m²","48 m²                                   2 rum",1906,1675427967346,"Fri, 03 Feb 2023 12:39:27 GMT","6opheq7KRHvFPsr6NG09","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=39&rooms_max=2&rooms_min=2&sold_age=12m","39"
"Rålambsvägen 52, 3 tr","LägenhetLägenhet                    Fredhäll,              Stockholms kommun","Såld 6 april 2022","2 226 kr/mån","Slutpris 4 375 000 kr","102 941 kr/m²","42,5 m²                                   2 rum",1907,1675427967346,"Fri, 03 Feb 2023 12:39:27 GMT","rfCgSiQGmf6zJF31lL6t","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=39&rooms_max=2&rooms_min=2&sold_age=12m","39"
"Valhallavägen 160, 2 tr","LägenhetLägenhet                    Östermalm - Karlaplan,              Stockholms kommun","Såld 6 april 2022","2 415 kr/mån","Slutpris 7 500 000 kr","127 768 kr/m²","58,7 m²                                   2 rum",1908,1675427967346,"Fri, 03 Feb 2023 12:39:27 GMT","20lWn8lYnVD55G36MChF","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=40&rooms_max=2&rooms_min=2&sold_age=12m","40"
"Jungfrugatan 11, 2 tr","LägenhetLägenhet                    Östermalm,              Stockholms kommun","Såld 6 april 2022","1 102 kr/mån","Slutpris 5 425 000 kr","150 694 kr/m²","36 m²                                   2 rum",1909,1675427967346,"Fri, 03 Feb 2023 12:39:27 GMT","KJqLLbZeQfdXjPAkKHLG","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=40&rooms_max=2&rooms_min=2&sold_age=12m","40"
"Frödingsvägen 2","LägenhetLägenhet                    Fredhäll,              Stockholms kommun","Såld 6 april 2022","1 663 kr/mån","Slutpris 3 430 000 kr","98 000 kr/m²","35 m²                                   2 rum",1910,1675427967346,"Fri, 03 Feb 2023 12:39:27 GMT","mlFVvXv4Rr5c1GWJyXAV","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=40&rooms_max=2&rooms_min=2&sold_age=12m","40"
"Pålsundsgatan 5, 3tr","LägenhetLägenhet                    Södermalm - Högalid,              Stockholms kommun","Såld 6 april 2022","3 494 kr/mån","Slutpris 7 210 000 kr","110 923 kr/m²","65 m²                                   2 rum",1911,1675427967346,"Fri, 03 Feb 2023 12:39:27 GMT","0N9rSUHWDww6aFBSaVNT","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=40&rooms_max=2&rooms_min=2&sold_age=12m","40"
"Upplandsgatan 39","LägenhetLägenhet                    Vasastan,              Stockholms kommun","Såld 6 april 2022","1 818 kr/mån","Slutpris 5 350 000 kr","133 750 kr/m²","40 m²                                   2 rum",1912,1675427967346,"Fri, 03 Feb 2023 12:39:27 GMT","5SdxuymEccSDPGueCnMA","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=40&rooms_max=2&rooms_min=2&sold_age=12m","40"
"Bondegatan 18, 1 tr","LägenhetLägenhet                    Södermalm,              Stockholms kommun","Såld 6 april 2022","3 385 kr/mån","Slutpris 5 500 000 kr","91 667 kr/m²","60 m²                                   2 rum",1913,1675427967346,"Fri, 03 Feb 2023 12:39:27 GMT","LZZJIXv8nAlWCadJxgSw","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=40&rooms_max=2&rooms_min=2&sold_age=12m","40"
"Hallandsgatan 28, 2 tr","LägenhetLägenhet                    Södermalm,              Stockholms kommun","Såld 6 april 2022","733 kr/mån","Slutpris 4 325 000 kr","108 125 kr/m²","40 m²                                   2 rum",1914,1675427967346,"Fri, 03 Feb 2023 12:39:27 GMT","S9qb8jCgzv8Tg4fUao20","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=40&rooms_max=2&rooms_min=2&sold_age=12m","40"
"Frödingsvägen 6","LägenhetLägenhet                    Fredhäll,              Stockholms kommun","Såld 6 april 2022","1 857 kr/mån","Slutpris 3 825 000 kr","91 071 kr/m²","42 m²                                   2 rum",1915,1675427967346,"Fri, 03 Feb 2023 12:39:27 GMT","1Ka4u1gYB27OPI5li3vT","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=40&rooms_max=2&rooms_min=2&sold_age=12m","40"
"Hagagatan 1","LägenhetLägenhet                    Vasastan,              Stockholms kommun","Såld 6 april 2022","2 898 kr/mån","Slutpris 5 700 000 kr","90 476 kr/m²","63 m²                                   2 rum",1916,1675427967346,"Fri, 03 Feb 2023 12:39:27 GMT","oZddC7LrOJXVHs3xomVJ","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=40&rooms_max=2&rooms_min=2&sold_age=12m","40"
"Kungstensgatan 55","LägenhetLägenhet                    Vasastan,              Stockholms kommun","Såld 6 april 2022","2 208 kr/mån","Slutpris 8 375 000 kr","139 583 kr/m²","60 m²                                   2 rum",1917,1675427967346,"Fri, 03 Feb 2023 12:39:27 GMT","YzjrdhcdmmYd2oSNvMnA","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=40&rooms_max=2&rooms_min=2&sold_age=12m","40"
"Frejgatan 45","LägenhetLägenhet                    Vasastan,              Stockholms kommun","Såld 6 april 2022","2 326 kr/mån","Slutpris 5 420 000 kr","120 444 kr/m²","45 m²                                   2 rum",1918,1675427967346,"Fri, 03 Feb 2023 12:39:27 GMT","s7IS9LOvIp7rkL5ReI9I","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=40&rooms_max=2&rooms_min=2&sold_age=12m","40"
"Upplandsgatan 85B, 4tr","LägenhetLägenhet                    Vasastan,              Stockholms kommun","Såld 6 april 2022","3 510 kr/mån","Slutpris 7 000 000 kr","116 667 kr/m²","60 m²                                   2 rum",1919,1675427967346,"Fri, 03 Feb 2023 12:39:27 GMT","s2HLAx4DUfnqRRikgG55","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=40&rooms_max=2&rooms_min=2&sold_age=12m","40"
"Skinnarviksringen 20","LägenhetLägenhet                    Södermalm,              Stockholms kommun","Såld 6 april 2022","2 834 kr/mån","Slutpris 6 300 000 kr","123 529 kr/m²","51 m²                                   2 rum",1920,1675427967346,"Fri, 03 Feb 2023 12:39:27 GMT","DDy6xHXXNj3i7axv6JGU","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=40&rooms_max=2&rooms_min=2&sold_age=12m","40"
"Ringvägen 151A, 4 tr","LägenhetLägenhet                    Södermalm - Katarina,              Stockholms kommun","Såld 6 april 2022","2 347 kr/mån","Slutpris 4 730 000 kr","107 500 kr/m²","44 m²                                   2 rum",1921,1675427967346,"Fri, 03 Feb 2023 12:39:27 GMT","pmpx2qcDrDkoQMMGcJDy","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=40&rooms_max=2&rooms_min=2&sold_age=12m","40"
"Rämensvägen 24","LägenhetLägenhet                    Årsta,              Stockholms kommun","Såld 6 april 2022","3 530 kr/mån","Slutpris 3 350 000 kr","67 000 kr/m²","50 m²                                   2 rum",1922,1675427967346,"Fri, 03 Feb 2023 12:39:27 GMT","HhZIWmu0ud4vyO1hr59j","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=40&rooms_max=2&rooms_min=2&sold_age=12m","40"
"Nybrogatan 54","LägenhetLägenhet                    Östermalm,              Stockholms kommun","Såld 6 april 2022","2 187 kr/mån","Slutpris 6 100 000 kr","148 780 kr/m²","41 m²                                   2 rum",1923,1675427967346,"Fri, 03 Feb 2023 12:39:27 GMT","wXaBVuwxuxYBAurttWCu","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=40&rooms_max=2&rooms_min=2&sold_age=12m","40"
"Markvardsgatan 6","LägenhetLägenhet                    Vasastan,              Stockholms kommun","Såld 6 april 2022","1 506 kr/mån","Slutpris 4 400 000 kr","129 412 kr/m²","34 m²                                   2 rum",1924,1675427967346,"Fri, 03 Feb 2023 12:39:27 GMT","5Km61xdnXJL8QAFY9DW3","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=40&rooms_max=2&rooms_min=2&sold_age=12m","40"
"Fatbursgatan 2","LägenhetLägenhet                    Södermalm,              Stockholms kommun","Såld 6 april 2022","2 559 kr/mån","Slutpris 5 900 000 kr","101 724 kr/m²","58 m²                                   2 rum",1925,1675427967346,"Fri, 03 Feb 2023 12:39:27 GMT","Qige0E3zgv8wrw2i9vE8","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=40&rooms_max=2&rooms_min=2&sold_age=12m","40"
"Gotlandsgatan 71, 5 tr","LägenhetLägenhet                    Katarina,              Stockholms kommun","Såld 5 april 2022","1 754 kr/mån","Slutpris 4 900 000 kr","158 065 kr/m²","31                                          + 17 m²                                                       2 rum",1926,1675427967346,"Fri, 03 Feb 2023 12:39:27 GMT","XtIu7zVdHw8hvR0CP26o","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=40&rooms_max=2&rooms_min=2&sold_age=12m","40"
"Tobaksspinnargatan 4","LägenhetLägenhet                    Högalid,              Stockholms kommun","Såld 5 april 2022","1 974 kr/mån","Slutpris 4 500 000 kr","104 651 kr/m²","43 m²                                   2 rum",1927,1675427967346,"Fri, 03 Feb 2023 12:39:27 GMT","8Z04mV0GZLdS6DgF3iNR","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=40&rooms_max=2&rooms_min=2&sold_age=12m","40"
